"ID" "age" "gender" "timetaken" "consent" "expectedMemory" "memoryCond" "instructionCond" "listlength" "deltaLength" "numEnd" "ListRecency" "Position" "WordPresented" "WordRecalled" "Inpos" "Box"
4 18 2 11.7231031666665 1 0 1 1 3 0 0 -2 2 "Tunic" "tunic" 2 NA
4 18 2 11.7231031666665 1 0 1 1 3 0 0 -2 3 "Rubber band" "rubber band" 3 NA
4 18 2 11.7231031666665 1 0 1 1 3 0 0 -1 1 "Lemon" "lemon" 1 NA
4 18 2 11.7231031666665 1 0 1 1 3 0 0 -1 2 "Lance" "lance" 2 NA
4 18 2 11.7231031666665 1 0 1 1 3 0 0 -1 3 "Crane" "crane" 3 NA
4 18 2 11.7231031666665 1 0 1 1 3 0 0 0 1 "Chicken" "chicken" 1 2
4 18 2 11.7231031666665 1 0 1 1 3 0 0 0 2 "Sandal" "sandal" 2 2
4 18 2 11.7231031666665 1 0 1 1 3 0 0 0 3 "Kettle" "kettle" 3 2
5 31 2 4.30620216666721 1 1 0 1 3 0 0 -4 1 "Kite" "KITE" 1 NA
5 31 2 4.30620216666721 1 1 0 1 3 0 0 -4 2 "Engine" "ENGINE" 2 NA
5 31 2 4.30620216666721 1 1 0 1 3 0 0 -4 3 "Child" "CHILD " 3 NA
5 31 2 4.30620216666721 1 1 0 1 3 0 0 -3 1 "Scissors" "SCISSORS" 1 NA
5 31 2 4.30620216666721 1 1 0 1 3 0 0 -3 2 "Bed" "BED" 2 NA
5 31 2 4.30620216666721 1 1 0 1 3 0 0 -3 3 "Acorn" "ACORN" 3 NA
5 31 2 4.30620216666721 1 1 0 1 3 0 0 -2 1 "Quail" "QUAIIL" 1 NA
5 31 2 4.30620216666721 1 1 0 1 3 0 0 -2 2 "Telephone" "TELEPHONE" 2 NA
5 31 2 4.30620216666721 1 1 0 1 3 0 0 -2 3 "Golf ball" "GOLF BALL" 3 NA
5 31 2 4.30620216666721 1 1 0 1 3 0 0 -1 1 "Sheep" "SHEEP" 1 NA
5 31 2 4.30620216666721 1 1 0 1 3 0 0 -1 2 "Horse" "HORSE" 2 NA
5 31 2 4.30620216666721 1 1 0 1 3 0 0 -1 3 "Dinghy" "DINGHY" 3 NA
5 31 2 4.30620216666721 1 1 0 1 3 0 0 0 1 "Crib" "CRIB" 1 1
5 31 2 4.30620216666721 1 1 0 1 3 0 0 0 2 "Castle" "CASTLE" 2 2
5 31 2 4.30620216666721 1 1 0 1 3 0 0 0 3 "Mouse" "MOUSE" 3 2
6 34 2 24.7025166666667 1 0 0 2 5 0 0 0 1 "Cane" "nut" 3 3
6 34 2 24.7025166666667 1 0 0 2 5 0 0 0 2 "Trowel" "sheep" 4 4
6 34 2 24.7025166666667 1 0 0 2 5 0 0 0 3 "Nut" "jeep" 5 5
6 34 2 24.7025166666667 1 0 0 2 5 0 0 0 4 "Sheep" "trowel" 2 2
6 34 2 24.7025166666667 1 0 0 2 5 0 0 0 5 "Jeep" "cane" 1 1
7 27 2 4.77305425000377 1 0 0 1 5 0 0 -4 1 "Sandal" "torso" 5 NA
7 27 2 4.77305425000377 1 0 0 1 5 0 0 -4 2 "Toe" "windmill" 4 NA
7 27 2 4.77305425000377 1 0 0 1 5 0 0 -4 3 "Garage" "toe" 2 NA
7 27 2 4.77305425000377 1 0 0 1 5 0 0 -4 4 "Windmill" "" 7 NA
7 27 2 4.77305425000377 1 0 0 1 5 0 0 -4 5 "Torso" "" 7 NA
7 27 2 4.77305425000377 1 0 0 1 5 0 0 -3 1 "Racecar" "racecar" 1 NA
7 27 2 4.77305425000377 1 0 0 1 5 0 0 -3 2 "Ice-cube" "plum" 5 NA
7 27 2 4.77305425000377 1 0 0 1 5 0 0 -3 3 "Diamond" "hamburger" 4 NA
7 27 2 4.77305425000377 1 0 0 1 5 0 0 -3 4 "Hamburger" "ice-cube" 2 NA
7 27 2 4.77305425000377 1 0 0 1 5 0 0 -3 5 "Plum" "" 7 NA
7 27 2 4.77305425000377 1 0 0 1 5 0 0 -2 1 "Sword" "amulet" 5 NA
7 27 2 4.77305425000377 1 0 0 1 5 0 0 -2 2 "Chicken" "turtle" 4 NA
7 27 2 4.77305425000377 1 0 0 1 5 0 0 -2 3 "Earring" "chicken" 2 NA
7 27 2 4.77305425000377 1 0 0 1 5 0 0 -2 4 "Turtle" "diamond" 6 NA
7 27 2 4.77305425000377 1 0 0 1 5 0 0 -2 5 "Amulet" "" 7 NA
7 27 2 4.77305425000377 1 0 0 1 5 0 0 -1 1 "Saddle" "scissors" 5 NA
7 27 2 4.77305425000377 1 0 0 1 5 0 0 -1 2 "Mug" "sled" 4 NA
7 27 2 4.77305425000377 1 0 0 1 5 0 0 -1 3 "Glove" "saddle" 1 NA
7 27 2 4.77305425000377 1 0 0 1 5 0 0 -1 4 "Sled" "mug" 2 NA
7 27 2 4.77305425000377 1 0 0 1 5 0 0 -1 5 "Scissors" "" 7 NA
7 27 2 4.77305425000377 1 0 0 1 5 0 0 0 1 "Jellyfish" "bagel" 4 5
7 27 2 4.77305425000377 1 0 0 1 5 0 0 0 2 "Ladybird" "uniform" 5 4
7 27 2 4.77305425000377 1 0 0 1 5 0 0 0 3 "Piano" "piano" 3 3
7 27 2 4.77305425000377 1 0 0 1 5 0 0 0 4 "Bagel" "" 7 NA
7 27 2 4.77305425000377 1 0 0 1 5 0 0 0 5 "Uniform" "" 7 NA
8 25 1 9.40397783333513 1 1 1 1 3 0 0 -4 1 "Pie" "pie" 1 NA
8 25 1 9.40397783333513 1 1 1 1 3 0 0 -4 2 "Ankle" "ankle" 2 NA
8 25 1 9.40397783333513 1 1 1 1 3 0 0 -4 3 "Nail" "nail" 3 NA
8 25 1 9.40397783333513 1 1 1 1 3 0 0 -3 1 "Hinge" "hinge" 1 NA
8 25 1 9.40397783333513 1 1 1 1 3 0 0 -3 2 "Kitten" "kitten" 2 NA
8 25 1 9.40397783333513 1 1 1 1 3 0 0 -3 3 "Whisk" "whisk" 3 NA
8 25 1 9.40397783333513 1 1 1 1 3 0 0 -2 1 "Hula-hoop" "hula-hoop" 1 NA
8 25 1 9.40397783333513 1 1 1 1 3 0 0 -2 2 "Brick" "brick" 2 NA
8 25 1 9.40397783333513 1 1 1 1 3 0 0 -2 3 "Napkin" "napkin" 3 NA
8 25 1 9.40397783333513 1 1 1 1 3 0 0 -1 1 "Alligator" "alligator" 1 NA
8 25 1 9.40397783333513 1 1 1 1 3 0 0 -1 2 "Llama" "llama" 2 NA
8 25 1 9.40397783333513 1 1 1 1 3 0 0 -1 3 "Beach-ball" "beach ball" 3 NA
8 25 1 9.40397783333513 1 1 1 1 3 0 0 0 1 "Elephant" "elephant" 1 1
8 25 1 9.40397783333513 1 1 1 1 3 0 0 0 2 "Dolphin" "dolphin" 2 2
8 25 1 9.40397783333513 1 1 1 1 3 0 0 0 3 "Cabbage" "cabbage" 3 3
9 20 2 9.93427525000006 1 1 1 1 3 0 0 -4 1 "Earring" "wicket" 2 NA
9 20 2 9.93427525000006 1 1 1 1 3 0 0 -4 2 "Wicket" "earr" 4 NA
9 20 2 9.93427525000006 1 1 1 1 3 0 0 -4 3 "Nail" "" 5 NA
9 20 2 9.93427525000006 1 1 1 1 3 0 0 -3 1 "Hot-dog" "branch     " 4 NA
9 20 2 9.93427525000006 1 1 1 1 3 0 0 -3 2 "Branch" "" 5 NA
9 20 2 9.93427525000006 1 1 1 1 3 0 0 -3 3 "Bus" "" 5 NA
9 20 2 9.93427525000006 1 1 1 1 3 0 0 -2 1 "Orange" "Quail " 3 NA
9 20 2 9.93427525000006 1 1 1 1 3 0 0 -2 2 "Tuba" "orange" 1 NA
9 20 2 9.93427525000006 1 1 1 1 3 0 0 -2 3 "Quail" "" 5 NA
9 20 2 9.93427525000006 1 1 1 1 3 0 0 -1 1 "Bean" "bean " 1 NA
9 20 2 9.93427525000006 1 1 1 1 3 0 0 -1 2 "Panther" "panther " 2 NA
9 20 2 9.93427525000006 1 1 1 1 3 0 0 -1 3 "Flute" "" 5 NA
9 20 2 9.93427525000006 1 1 1 1 3 0 0 0 1 "Stove" "stove" 1 1
9 20 2 9.93427525000006 1 1 1 1 3 0 0 0 2 "Eel" "dress " 3 2
9 20 2 9.93427525000006 1 1 1 1 3 0 0 0 3 "Dress" "eal" 2 3
10 22 2 10.0212666666667 1 0 1 2 3 0 1 0 1 "Sword" "sword" 1 2
10 22 2 10.0212666666667 1 0 1 2 3 0 1 0 2 "Tomato" "nectarine" 4 3
10 22 2 10.0212666666667 1 0 1 2 3 0 1 0 3 "Biscuit" "" 5 NA
11 31 2 10.6617175000021 1 0 1 3 5 0 1 0 1 "Pipe" "acorn" 3 1
11 31 2 10.6617175000021 1 0 1 3 5 0 1 0 2 "Lamp" "pipe" 1 2
11 31 2 10.6617175000021 1 0 1 3 5 0 1 0 3 "Acorn" "umbrella" 6 3
11 31 2 10.6617175000021 1 0 1 3 5 0 1 0 4 "Towel" "" 7 NA
11 31 2 10.6617175000021 1 0 1 3 5 0 1 0 5 "Pumpkin" "" 7 NA
12 32 1 6.36731233333315 1 0 0 2 7 0 0 0 1 "Dam" "purse" 7 2
12 32 1 6.36731233333315 1 0 0 2 7 0 0 0 2 "Mars bar" "teabag" 4 2
12 32 1 6.36731233333315 1 0 0 2 7 0 0 0 3 "Lemming" "rabbit" 8 1
12 32 1 6.36731233333315 1 0 0 2 7 0 0 0 4 "Teabag" "hammer" 8 3
12 32 1 6.36731233333315 1 0 0 2 7 0 0 0 5 "Lamp" "dvd player" 8 4
12 32 1 6.36731233333315 1 0 0 2 7 0 0 0 6 "Badger" "midget" 8 5
12 32 1 6.36731233333315 1 0 0 2 7 0 0 0 7 "Purse" "lamp" 5 6
13 23 1 10.7253727499997 1 0 1 3 5 0 1 0 1 "Ice-cube" "scepter" 4 4
13 23 1 10.7253727499997 1 0 1 3 5 0 1 0 2 "Planet" "padlock" 6 2
13 23 1 10.7253727499997 1 0 1 3 5 0 1 0 3 "Mosquito" "door" 6 1
13 23 1 10.7253727499997 1 0 1 3 5 0 1 0 4 "Scepter" "" 7 NA
13 23 1 10.7253727499997 1 0 1 3 5 0 1 0 5 "Tree" "" 7 NA
14 22 2 4.55798682833333 1 0 0 2 5 0 0 0 1 "Kettle" "brocili" 4 1
14 22 2 4.55798682833333 1 0 0 2 5 0 0 0 2 "Turnip" "bed" 5 5
14 22 2 4.55798682833333 1 0 0 2 5 0 0 0 3 "Watch" "walrus" 6 2
14 22 2 4.55798682833333 1 0 0 2 5 0 0 0 4 "Broccoli" "turnip" 2 3
14 22 2 4.55798682833333 1 0 0 2 5 0 0 0 5 "Bed" "bed" 5 1
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -4 1 "Amulet" "" 9 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -4 2 "Porcupine" "" 9 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -4 3 "Grater" "" 9 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -4 4 "Ant" "" 9 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -4 5 "Hand bag" "" 9 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -4 6 "Saxophone" "" 9 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -4 7 "Pram" "" 9 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -3 1 "Windmill" "WindmI" 1 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -3 2 "Table" "" 9 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -3 3 "Telephone" "" 9 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -3 4 "Jumper" "" 9 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -3 5 "Glove" "" 9 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -3 6 "Sheep" "" 9 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -3 7 "Leopard" "" 9 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -2 1 "Zebra" "Whale" 6 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -2 2 "Apricot" "" 9 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -2 3 "Swallow" "" 9 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -2 4 "Can" "" 9 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -2 5 "Ruler" "" 9 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -2 6 "Whale" "" 9 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -2 7 "Rooster" "" 9 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -1 1 "Elk" "ape" 7 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -1 2 "Hamper" "" 9 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -1 3 "Reindeer" "" 9 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -1 4 "Helmet" "" 9 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -1 5 "Broccoli" "" 9 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -1 6 "Xylophone" "" 9 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 -1 7 "Ape" "" 9 NA
15 24 1 28.1677616666653 1 1 0 1 7 0 0 0 1 "Bucket" "Dress" 6 4
15 24 1 28.1677616666653 1 1 0 1 7 0 0 0 2 "Iguana" "Amplifier" 7 3
15 24 1 28.1677616666653 1 1 0 1 7 0 0 0 3 "Harp" "Cantaloup" 5 1
15 24 1 28.1677616666653 1 1 0 1 7 0 0 0 4 "Hat" "Harp" 3 5
15 24 1 28.1677616666653 1 1 0 1 7 0 0 0 5 "Cantaloupe" "hat" 4 6
15 24 1 28.1677616666653 1 1 0 1 7 0 0 0 6 "Dress" "iguana" 2 7
15 24 1 28.1677616666653 1 1 0 1 7 0 0 0 7 "Amplifier" "Helmet" 8 6
16 26 2 7.19854999999989 1 0 0 2 7 0 0 0 1 "Nut" "Nut" 1 1
16 26 2 7.19854999999989 1 0 0 2 7 0 0 0 2 "Frog" "Frog" 2 2
16 26 2 7.19854999999989 1 0 0 2 7 0 0 0 3 "Stereo" "Stereo" 3 3
16 26 2 7.19854999999989 1 0 0 2 7 0 0 0 4 "Crane" "Crane" 4 4
16 26 2 7.19854999999989 1 0 0 2 7 0 0 0 5 "Leech" "Leece" 5 5
16 26 2 7.19854999999989 1 0 0 2 7 0 0 0 6 "Video" "Video" 6 6
16 26 2 7.19854999999989 1 0 0 2 7 0 0 0 7 "Crab" "Crab" 7 7
17 20 1 5.09723175000011 1 0 0 2 7 0 1 0 1 "Saucepan" "Saucepan" 1 1
17 20 1 5.09723175000011 1 0 0 2 7 0 1 0 2 "Window" "Window" 2 2
17 20 1 5.09723175000011 1 0 0 2 7 0 1 0 3 "Hornet" "Locust" 8 4
17 20 1 5.09723175000011 1 0 0 2 7 0 1 0 4 "Truck" "Beach ball" 8 3
17 20 1 5.09723175000011 1 0 0 2 7 0 1 0 5 "Ratchet" "" 9 NA
17 20 1 5.09723175000011 1 0 0 2 7 0 1 0 6 "Helicopter" "" 9 NA
17 20 1 5.09723175000011 1 0 0 2 7 0 1 0 7 "Ladle" "" 9 NA
18 28 2 11.1248959166677 1 0 1 3 3 0 0 0 1 "Computer" "cane" 3 3
18 28 2 11.1248959166677 1 0 1 3 3 0 0 0 2 "Walnut" "walnut" 2 2
18 28 2 11.1248959166677 1 0 1 3 3 0 0 0 3 "Cane" "computer" 1 1
19 22 2 4.48378900000001 1 0 0 3 7 0 1 0 1 "Table" "ankle" 4 1
19 22 2 4.48378900000001 1 0 0 3 7 0 1 0 2 "Flute" "kettle" 8 4
19 22 2 4.48378900000001 1 0 0 3 7 0 1 0 3 "Ladybird" "pound coin" 7 6
19 22 2 4.48378900000001 1 0 0 3 7 0 1 0 4 "Ankle" "alligator" 6 7
19 22 2 4.48378900000001 1 0 0 3 7 0 1 0 5 "Machete" "" 9 NA
19 22 2 4.48378900000001 1 0 0 3 7 0 1 0 6 "Alligator" "" 9 NA
19 22 2 4.48378900000001 1 0 0 3 7 0 1 0 7 "Pound coin" "" 9 NA
20 23 1 5.02093450000005 1 0 0 1 3 0 0 -4 1 "Peach" "" 5 NA
20 23 1 5.02093450000005 1 0 0 1 3 0 0 -4 2 "Sandwich" "" 5 NA
20 23 1 5.02093450000005 1 0 0 1 3 0 0 -4 3 "Spider" "" 5 NA
20 23 1 5.02093450000005 1 0 0 1 3 0 0 -3 1 "Chisel" "chisel" 1 NA
20 23 1 5.02093450000005 1 0 0 1 3 0 0 -3 2 "Planet" "spider" 4 NA
20 23 1 5.02093450000005 1 0 0 1 3 0 0 -3 3 "Reading-glass" "" 5 NA
20 23 1 5.02093450000005 1 0 0 1 3 0 0 -2 1 "Hornet" "hornet" 1 NA
20 23 1 5.02093450000005 1 0 0 1 3 0 0 -2 2 "Beagle" "beagle " 2 NA
20 23 1 5.02093450000005 1 0 0 1 3 0 0 -2 3 "Zucchini" "zuchinni" 3 NA
20 23 1 5.02093450000005 1 0 0 1 3 0 0 -1 1 "Skateboard" "skateboard" 1 NA
20 23 1 5.02093450000005 1 0 0 1 3 0 0 -1 2 "Cabbage" "cabbage " 2 NA
20 23 1 5.02093450000005 1 0 0 1 3 0 0 -1 3 "Moth" "Moth" 3 NA
20 23 1 5.02093450000005 1 0 0 1 3 0 0 0 1 "Fan" "Fan " 1 1
20 23 1 5.02093450000005 1 0 0 1 3 0 0 0 2 "Cow" "Cow" 2 2
20 23 1 5.02093450000005 1 0 0 1 3 0 0 0 3 "Tomato" "Tomato" 3 3
21 34 1 8.22187533333345 1 1 0 1 5 0 0 -4 1 "Ox" "ox" 1 NA
21 34 1 8.22187533333345 1 1 0 1 5 0 0 -4 2 "Fishing rod" "mast" 3 NA
21 34 1 8.22187533333345 1 1 0 1 5 0 0 -4 3 "Mast" "i" 1 NA
21 34 1 8.22187533333345 1 1 0 1 5 0 0 -4 4 "Trailer" "" 7 NA
21 34 1 8.22187533333345 1 1 0 1 5 0 0 -4 5 "Iris" "" 7 NA
21 34 1 8.22187533333345 1 1 0 1 5 0 0 -3 1 "Key" "key" 1 NA
21 34 1 8.22187533333345 1 1 0 1 5 0 0 -3 2 "Leopard" "leopard" 2 NA
21 34 1 8.22187533333345 1 1 0 1 5 0 0 -3 3 "Boot" "boot" 3 NA
21 34 1 8.22187533333345 1 1 0 1 5 0 0 -3 4 "Elephant" "elephant" 4 NA
21 34 1 8.22187533333345 1 1 0 1 5 0 0 -3 5 "Tent" "tent" 5 NA
21 34 1 8.22187533333345 1 1 0 1 5 0 0 -2 1 "Frog" "frog" 1 NA
21 34 1 8.22187533333345 1 1 0 1 5 0 0 -2 2 "Rhubarb" "rhubarb" 2 NA
21 34 1 8.22187533333345 1 1 0 1 5 0 0 -2 3 "Pumpkin" "pumpkin" 3 NA
21 34 1 8.22187533333345 1 1 0 1 5 0 0 -2 4 "Snail" "snail" 4 NA
21 34 1 8.22187533333345 1 1 0 1 5 0 0 -2 5 "Ladle" "ladhl" 5 NA
21 34 1 8.22187533333345 1 1 0 1 5 0 0 -1 1 "Ski" "ski" 1 NA
21 34 1 8.22187533333345 1 1 0 1 5 0 0 -1 2 "Goggles" "goggles" 2 NA
21 34 1 8.22187533333345 1 1 0 1 5 0 0 -1 3 "Lemon" "lemon" 3 NA
21 34 1 8.22187533333345 1 1 0 1 5 0 0 -1 4 "Fan" "fan" 4 NA
21 34 1 8.22187533333345 1 1 0 1 5 0 0 -1 5 "Torso" "torso" 5 NA
21 34 1 8.22187533333345 1 1 0 1 5 0 0 0 1 "Mouse" "mouse" 1 1
21 34 1 8.22187533333345 1 1 0 1 5 0 0 0 2 "Wrist" "wrist" 2 2
21 34 1 8.22187533333345 1 1 0 1 5 0 0 0 3 "Condom" "condom" 3 3
21 34 1 8.22187533333345 1 1 0 1 5 0 0 0 4 "Hair-brush" "hair brush" 4 4
21 34 1 8.22187533333345 1 1 0 1 5 0 0 0 5 "Trumpet" "torso" 6 5
22 30 1 4.65401208333302 1 1 0 3 5 0 1 0 1 "Sofa" "pound coin" 5 5
22 30 1 4.65401208333302 1 1 0 3 5 0 1 0 2 "Guitar" "beach ball" 4 4
22 30 1 4.65401208333302 1 1 0 3 5 0 1 0 3 "Doughnut" "trumpet" 6 2
22 30 1 4.65401208333302 1 1 0 3 5 0 1 0 4 "Beach-ball" "" 7 NA
22 30 1 4.65401208333302 1 1 0 3 5 0 1 0 5 "Pound coin" "" 7 NA
23 28 2 12.584405 1 0 0 2 7 0 0 0 1 "Bed" "Stove " 7 7
23 28 2 12.584405 1 0 0 2 7 0 0 0 2 "Duck" "Duck" 2 7
23 28 2 12.584405 1 0 0 2 7 0 0 0 3 "Saxophone" "Bed" 1 7
23 28 2 12.584405 1 0 0 2 7 0 0 0 4 "Beagle" "Lamb" 5 7
23 28 2 12.584405 1 0 0 2 7 0 0 0 5 "Lamb" "Saxophone" 3 6
23 28 2 12.584405 1 0 0 2 7 0 0 0 6 "Bobsled" "Reading glass" 8 6
23 28 2 12.584405 1 0 0 2 7 0 0 0 7 "Stove" "Necter" 8 2
24 29 2 8.07251883333374 1 0 0 2 7 0 1 0 1 "Doughnut" "rooster" 7 6
24 29 2 8.07251883333374 1 0 0 2 7 0 1 0 2 "Carriage" "chisel" 3 6
