"id","listid","study_position","color_condition","trial_condition","stimulus_condition","presented_color","word1","word2","studyRT","resp","expect_test","use_help","exp_duration","output_pos1","testRT1","output_pos2","testRT2","acc1","acc2","acc","exclude","cue_prioritem1","cue_prioritem","cue_consec_value","cue_consec_lab","math_acc","n"
"17788",1,11,"blue","remember","pairs","blue","rabbit","nurse",2068.26900000128,"smaller","No","No",10.8960285000001,NA,NA,5,1216.5469999963,0,1,0.5,FALSE,"process","process",-0.5,"process1",0.625,24
"17788",1,12,"blue","remember","pairs","blue","robin","virus",3143.1630000061,"larger","No","No",10.8960285000001,3,1275.98600000501,6,4006.22000000472,1,1,1,FALSE,"remember","remember",0.5,"remember1",0.625,24
"17788",1,13,"blue","process","pairs","red","guitar","buffalo",983.304999999164,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",1.5,"remember2",0.625,24
"17788",1,14,"blue","process","pairs","red","bush","dog",1269.44300000185,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.625,24
"17788",1,15,"blue","remember","pairs","blue","cigar","lemon",2103.7699999958,"smaller","No","No",10.8960285000001,4,2249.16899999997,NA,NA,1,0,0.5,FALSE,"process","process",-1.5,"process2",0.625,24
"17788",1,16,"blue","process","pairs","red","belt","table",5321.22800000229,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.625,24
"17788",1,17,"blue","remember","pairs","blue","frog","bike",1403.25200000462,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.625,24
"17788",1,18,"blue","remember","pairs","blue","medal","empire",912.156999995816,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.625,24
"17788",1,19,"blue","remember","pairs","blue","pistol","valley",905.649000000412,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",1.5,"remember2",0.625,24
"17788",1,20,"blue","remember","pairs","blue","hammer","chicken",2082.64900000082,"smaller","No","No",10.8960285000001,8,1214.07000000181,7,5262.96699999907,1,1,1,FALSE,"remember","remember",2.5,"remember3",0.625,24
"17788",1,21,"blue","process","pairs","red","train","tunnel",764.794000007561,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",2.5,"remember3",0.625,24
"17788",1,22,"blue","remember","pairs","blue","tiger","goat",1338.88600000486,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.625,24
"17788",1,23,"blue","process","pairs","red","garden","cocktail",1411.1680000026,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.625,24
"17788",1,24,"blue","remember","pairs","blue","toast","pizza",1216.11400000739,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.625,24
"17788",1,25,"blue","process","pairs","red","earth","string",3133.47300000832,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.625,24
"17788",1,26,"blue","remember","pairs","blue","finger","eagle",2100.98900000218,"smaller","No","No",10.8960285000001,9,1988.56200000853,NA,NA,1,0,0.5,FALSE,"process","process",-0.5,"process1",0.625,24
"17788",1,27,"blue","process","pairs","red","doctor","wrist",1902.71800000806,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.625,24
"17788",1,28,"blue","process","pairs","red","house","soda",960.311000004847,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.625,24
"17788",1,29,"blue","process","pairs","red","castle","corn",3999.34999999477,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-1.5,"process2",0.625,24
"17788",1,30,"blue","remember","pairs","blue","tooth","dragon",1405.290999997,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-2.5,"process3",0.625,24
"17788",2,1,"blue","remember","pairs","blue","pipe","beach",2439.9900000057,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,NA,NA,NA,NA,0.625,24
"17788",2,2,"blue","process","pairs","red","horse","coast",1980.41799999692,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.625,24
"17788",2,3,"blue","process","pairs","red","couch","casino",1842.28300000337,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.625,24
"17788",2,4,"blue","remember","pairs","blue","brain","newspaper",1470.33100000385,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-1.5,"process2",0.625,24
"17788",2,5,"blue","process","pairs","red","priest","steak",2136.85000000347,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.625,24
"17788",2,6,"blue","process","pairs","red","skull","robot",1985.03700000443,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.625,24
"17788",2,7,"blue","remember","pairs","blue","railroad","pumpkin",1023.1359999972,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-1.5,"process2",0.625,24
"17788",2,8,"blue","process","pairs","red","surgeon","blanket",4611.61900000431,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.625,24
"17788",2,9,"blue","remember","pairs","blue","liver","barn",985.306999997119,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.625,24
"17788",2,10,"blue","remember","pairs","blue","fort","ocean",1471.01400000701,"smaller","No","No",10.8960285000001,NA,NA,1,3564.16299999744,0,1,0.5,FALSE,"remember","remember",0.5,"remember1",0.625,24
"17788",2,11,"blue","remember","pairs","blue","camera","whistle",2953.46300000267,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",1.5,"remember2",0.625,24
"17788",2,12,"blue","process","pairs","red","concert","window",1393.11500000348,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",2.5,"remember3",0.625,24
"17788",2,13,"blue","process","pairs","red","tent","nail",4119.48400000267,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.625,24
"17788",2,14,"blue","remember","pairs","blue","bucket","carpet",5056.57100000646,"smaller","No","No",10.8960285000001,4,6705.20200000081,NA,NA,1,0,0.5,FALSE,"process","process",-1.5,"process2",0.625,24
"17788",2,15,"blue","process","pairs","red","palace","sheep",2381.23599999835,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.625,24
"17788",2,16,"blue","process","pairs","red","penny","chair",883.579000005964,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.625,24
"17788",2,17,"blue","remember","pairs","blue","cloud","dessert",1781.28699999669,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-1.5,"process2",0.625,24
"17788",2,18,"blue","remember","pairs","blue","tower","child",1043.33300000074,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.625,24
"17788",2,19,"blue","process","pairs","red","factory","spider",1055.09799999918,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",1.5,"remember2",0.625,24
"17788",2,20,"blue","process","pairs","red","pillow","island",1810.06200000242,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.625,24
"17788",2,21,"blue","remember","pairs","blue","elephant","heart",2143.56000000221,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-1.5,"process2",0.625,24
"17788",2,22,"blue","process","pairs","red","crown","branch",3711.48499999742,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.625,24
"17788",2,23,"blue","remember","pairs","blue","bridge","airplane",1113.08900000551,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.625,24
"17788",2,24,"blue","process","pairs","red","taxi","bacon",1776.91800000501,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.625,24
"17788",2,25,"blue","remember","pairs","blue","phone","harbor",1327.31900000793,"smaller","No","No",10.8960285000001,NA,NA,2,1717.96199999511,0,1,0.5,FALSE,"process","process",-0.5,"process1",0.625,24
"17788",2,26,"blue","remember","pairs","blue","worm","planet",2695.7779999965,"smaller","No","No",10.8960285000001,6,1844.44700000854,5,10110.3149999994,1,1,1,FALSE,"remember","remember",0.5,"remember1",0.625,24
"17788",2,27,"blue","process","pairs","red","elevator","orange",2034.42799999774,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",1.5,"remember2",0.625,24
"17788",2,28,"blue","remember","pairs","blue","market","pilot",2734.69199999457,"larger","No","No",10.8960285000001,3,3625.26500000228,NA,NA,1,0,0.5,FALSE,"process","process",-0.5,"process1",0.625,24
"17788",2,29,"blue","remember","pairs","blue","mouse","shotgun",966.979000003485,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.625,24
"17788",2,30,"blue","process","pairs","red","knife","badge",1333.28300000017,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",1.5,"remember2",0.625,24
"17788",3,1,"blue","process","pairs","red","pill","soldier",1522.88700000168,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,NA,NA,NA,NA,0.625,24
"17788",3,2,"blue","process","pairs","red","jeep","satellite",939.426999999618,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.625,24
"17788",3,3,"blue","remember","pairs","blue","lawn","towel",1275.21100000379,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-1.5,"process2",0.625,24
"17788",3,4,"blue","process","pairs","red","devil","wallet",2021.42300000705,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.625,24
"17788",3,5,"blue","process","pairs","red","cabin","boot",4737.85999999725,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.625,24
"17788",3,6,"blue","remember","pairs","blue","clown","stairs",3235.65600000467,"smaller","No","No",10.8960285000001,3,1337.84600000293,5,1238.73500000313,1,1,1,FALSE,"process","process",-1.5,"process2",0.625,24
"17788",3,7,"blue","process","pairs","red","brick","bowl",3584.18499999947,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.625,24
"17788",3,8,"blue","process","pairs","red","pearl","dentist",1238.68999999558,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.625,24
"17788",3,9,"blue","process","pairs","red","peanut","whale",1386.67700000567,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-1.5,"process2",0.625,24
"17788",3,10,"blue","remember","pairs","blue","cherry","underwear",4464.53500000731,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-2.5,"process3",0.625,24
"17788",3,11,"blue","process","pairs","red","dice","shark",3451.89400000387,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.625,24
"17788",3,12,"blue","remember","pairs","blue","diamond","butler",1288.12900000525,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.625,24
"17788",3,13,"blue","process","pairs","red","cage","passport",7714.05400000262,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.625,24
"17788",3,14,"blue","remember","pairs","blue","costume","bone",1668.67000000604,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.625,24
"17788",3,15,"blue","process","pairs","red","circus","clinic",4743.45000000432,"larger","No","No",10.8960285000001,4,2171.73900000448,NA,NA,1,0,0.5,FALSE,"remember","remember",0.5,"remember1",0.625,24
"17788",3,16,"blue","process","pairs","red","statue","banana",1184.00600000785,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.625,24
"17788",3,17,"blue","process","pairs","red","forest","curtain",1182.34400000493,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-1.5,"process2",0.625,24
"17788",3,18,"blue","process","pairs","red","barrel","tire",692.062000000093,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-2.5,"process3",0.625,24
"17788",3,19,"blue","remember","pairs","blue","jewelry","apple",2061.72899999662,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-2.5,"process3",0.625,24
"17788",3,20,"blue","remember","pairs","blue","library","jungle",5601.18300000299,"smaller","No","No",10.8960285000001,NA,NA,7,13414.5820000061,0,1,0.5,FALSE,"remember","remember",0.5,"remember1",0.625,24
"17788",3,21,"blue","remember","pairs","blue","monkey","waiter",1343.85200000694,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",1.5,"remember2",0.625,24
"17788",3,22,"blue","remember","pairs","blue","nest","potato",2983.65799999493,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",2.5,"remember3",0.625,24
"17788",3,23,"blue","process","pairs","red","bride","knee",2590.2480000077,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",2.5,"remember3",0.625,24
"17788",3,24,"blue","remember","pairs","blue","wolf","sweater",2036.54600000067,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.625,24
"17788",3,25,"blue","remember","pairs","blue","bible","lion",2744.50900000404,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.625,24
"17788",3,26,"blue","remember","pairs","blue","bread","cave",4816.31800000393,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",1.5,"remember2",0.625,24
"17788",3,27,"blue","remember","pairs","blue","turtle","sink",1446.02199999674,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",2.5,"remember3",0.625,24
"17788",3,28,"blue","remember","pairs","blue","ranch","goose",1009.13399999961,"larger","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",2.5,"remember3",0.625,24
"17788",3,29,"blue","remember","pairs","blue","chin","cookie",4510.47800000303,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",2.5,"remember3",0.625,24
"17788",3,30,"blue","process","pairs","red","needle","nanny",2104.09700000321,"smaller","No","No",10.8960285000001,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",2.5,"remember3",0.625,24
"17789",1,1,"blue","process","words","red","spider",NA,2003.80600001078,"smaller","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,NA,NA,NA,NA,0.866666666666667,45
"17789",1,2,"blue","remember","words","blue","cocktail",NA,2550.07599997384,"smaller","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.866666666666667,45
"17789",1,3,"blue","remember","words","blue","library",NA,1114.23899998903,"larger","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.866666666666667,45
"17789",1,4,"blue","process","words","red","horse",NA,1944.53299999294,"larger","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",1.5,"remember2",0.866666666666667,45
"17789",1,5,"blue","remember","words","blue","chicken",NA,2325.73899999674,"larger","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.866666666666667,45
"17789",1,6,"blue","process","words","red","banana",NA,1043.17800000153,"smaller","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.866666666666667,45
"17789",1,7,"blue","process","words","red","empire",NA,1709.20899997813,"larger","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.866666666666667,45
"17789",1,8,"blue","remember","words","blue","coast",NA,1884.16700000704,"larger","No","No",10.0943693333335,2,3898.38799997186,NA,NA,1,NA,1,FALSE,"process","process",-1.5,"process2",0.866666666666667,45
"17789",1,9,"blue","remember","words","blue","dessert",NA,3739.13899997552,"smaller","No","No",10.0943693333335,4,7407.38599999947,NA,NA,1,NA,1,FALSE,"remember","remember",0.5,"remember1",0.866666666666667,45
"17789",1,10,"blue","process","words","red","garden",NA,3542.25000000632,"larger","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",1.5,"remember2",0.866666666666667,45
"17789",1,11,"blue","process","words","red","diamond",NA,906.115000024554,"smaller","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.866666666666667,45
"17789",1,12,"blue","process","words","red","steak",NA,1201.52999999237,"smaller","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-1.5,"process2",0.866666666666667,45
"17789",1,13,"blue","process","words","red","finger",NA,2404.80599997146,"smaller","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-2.5,"process3",0.866666666666667,45
"17789",1,14,"blue","process","words","red","glove",NA,806.774999978225,"smaller","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-2.5,"process3",0.866666666666667,45
"17789",1,15,"blue","remember","words","blue","nest",NA,1058.15700002143,"smaller","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-2.5,"process3",0.866666666666667,45
"17789",1,16,"blue","remember","words","blue","ranch",NA,1019.55599998563,"larger","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.866666666666667,45
"17789",1,17,"blue","remember","words","blue","nurse",NA,1390.22600002846,"larger","No","No",10.0943693333335,3,9834.067000026,NA,NA,1,NA,1,FALSE,"remember","remember",1.5,"remember2",0.866666666666667,45
"17789",1,18,"blue","remember","words","blue","pilot",NA,754.440999975981,"larger","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",2.5,"remember3",0.866666666666667,45
"17789",1,19,"blue","remember","words","blue","lawn",NA,759.530999975948,"larger","No","No",10.0943693333335,1,6116.62299997054,NA,NA,1,NA,1,FALSE,"remember","remember",2.5,"remember3",0.866666666666667,45
"17789",1,20,"blue","remember","words","blue","costume",NA,2925.04199998506,"larger","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",2.5,"remember3",0.866666666666667,45
"17789",1,21,"blue","remember","words","blue","butler",NA,1041.87800000777,"larger","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",2.5,"remember3",0.866666666666667,45
"17789",1,22,"blue","process","words","red","needle",NA,1227.89999998285,"smaller","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",2.5,"remember3",0.866666666666667,45
"17789",1,23,"blue","process","words","red","pistol",NA,1461.94600000023,"smaller","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.866666666666667,45
"17789",1,24,"blue","process","words","red","mouse",NA,2021.98299997798,"smaller","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-1.5,"process2",0.866666666666667,45
"17789",1,25,"blue","remember","words","blue","dog",NA,1120.04099998658,"larger","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-2.5,"process3",0.866666666666667,45
"17789",1,26,"blue","process","words","red","potato",NA,1342.42299997204,"smaller","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.866666666666667,45
"17789",1,27,"blue","remember","words","blue","tank",NA,1900.21999997678,"larger","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.866666666666667,45
"17789",1,28,"blue","process","words","red","airplane",NA,1418.50200001002,"larger","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.866666666666667,45
"17789",1,29,"blue","process","words","red","church",NA,1204.92100002686,"larger","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.866666666666667,45
"17789",1,30,"blue","remember","words","blue","passport",NA,1007.95099997317,"smaller","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-1.5,"process2",0.866666666666667,45
"17789",2,1,"blue","remember","words","blue","robin",NA,1835.96099998226,"smaller","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,NA,NA,NA,NA,0.866666666666667,45
"17789",2,2,"blue","remember","words","blue","eagle",NA,3085.51100002241,"smaller","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.866666666666667,45
"17789",2,3,"blue","process","words","red","cage",NA,1475.51499997353,"larger","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",1.5,"remember2",0.866666666666667,45
"17789",2,4,"blue","process","words","red","soda",NA,907.832000013383,"smaller","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.866666666666667,45
"17789",2,5,"blue","remember","words","blue","underwear",NA,1355.30499999883,"smaller","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-1.5,"process2",0.866666666666667,45
"17789",2,6,"blue","process","words","red","brain",NA,1656.47699998616,"smaller","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.866666666666667,45
"17789",2,7,"blue","process","words","red","medal",NA,993.102000016661,"smaller","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.866666666666667,45
"17789",2,8,"blue","remember","words","blue","doctor",NA,1628.98300002347,"larger","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-1.5,"process2",0.866666666666667,45
"17789",2,9,"blue","process","words","red","newspaper",NA,790.509999986331,"smaller","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.866666666666667,45
"17789",2,10,"blue","process","words","red","carpet",NA,3554.86699998373,"larger","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.866666666666667,45
"17789",2,11,"blue","remember","words","blue","clinic",NA,869.54000001197,"larger","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-1.5,"process2",0.866666666666667,45
"17789",2,12,"blue","remember","words","blue","priest",NA,1046.55999999883,"larger","No","No",10.0943693333335,2,2718.23800001835,NA,NA,1,NA,1,FALSE,"remember","remember",0.5,"remember1",0.866666666666667,45
"17789",2,13,"blue","remember","words","blue","goat",NA,743.897999989567,"larger","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",1.5,"remember2",0.866666666666667,45
"17789",2,14,"blue","process","words","red","jewelry",NA,1566.33200000419,"smaller","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",2.5,"remember3",0.866666666666667,45
"17789",2,15,"blue","remember","words","blue","pole",NA,2066.12699998554,"larger","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.866666666666667,45
"17789",2,16,"blue","process","words","red","bride",NA,2089.69999999239,"smaller","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.866666666666667,45
"17789",2,17,"blue","remember","words","blue","sheep",NA,2136.84600001492,"larger","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.866666666666667,45
"17789",2,18,"blue","process","words","red","brick",NA,829.772999995272,"smaller","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"remember","remember",0.5,"remember1",0.866666666666667,45
"17789",2,19,"blue","process","words","red","phone",NA,1624.32399999176,"smaller","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-0.5,"process1",0.866666666666667,45
"17789",2,20,"blue","process","words","red","piano",NA,1282.06199997041,"larger","No","No",10.0943693333335,NA,NA,NA,NA,0,NA,0,FALSE,"process","process",-1.5,"process2",0.866666666666667,45
