"id","listid","btw_cond","study_position","trial_condition","presented_color","word1","presented_position","studyRT","resp","expect_test","use_help","exp_duration","output_pos1","testRT1","recall_acc","exclude","loc_resp","loc_rt","loc_test_serial_position","cue_prioritem1","cue_prioritem","cue_consec_value","cue_consec_lab","pos_prioritem1","pos_prioritem","math_acc","n","loc_acc"
"191",1,"process_all",1,"process","red","fort","1",1640.58499999161,"larger","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.857142857142857,14,NA
"191",1,"process_all",2,"process","red","bush","2",3675.9839999683,"larger","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"process","process",-0.5,"process1","1","1",0.857142857142857,14,NA
"191",1,"process_all",3,"remember","blue","camera","1",4518.19799995961,"smaller","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"process","process",-1.5,"process2","2","2",0.857142857142857,14,NA
"191",1,"process_all",4,"remember","blue","bone","2",5158.34099996631,"smaller","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"remember","remember",0.5,"remember1","1","1",0.857142857142857,14,NA
"191",1,"process_all",5,"process","red","priest","3",2413.21899995199,"larger","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"remember","remember",1.5,"remember2","2","2",0.857142857142857,14,NA
"191",1,"process_all",6,"remember","blue","earth","3",3530.0639999561,"larger","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"process","process",-0.5,"process1","3","3",0.857142857142857,14,NA
"191",1,"process_all",7,"remember","blue","knee","4",1522.23300000781,"smaller","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"remember","remember",0.5,"remember1","3","3",0.857142857142857,14,NA
"191",1,"process_all",8,"remember","blue","phone","2",2218.32699997889,"smaller","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"remember","remember",1.5,"remember2","4","4",0.857142857142857,14,NA
"191",1,"process_all",9,"remember","blue","newspaper","2",3318.55500000063,"smaller","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"remember","remember",2.5,"remember3","2","2",0.857142857142857,14,NA
"191",1,"process_all",10,"remember","blue","wolf","3",1318.59899997039,"larger","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"remember","remember",2.5,"remember3","2","2",0.857142857142857,14,NA
"191",1,"process_all",11,"remember","blue","pearl","4",4174.76799998514,"smaller","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"remember","remember",2.5,"remember3","3","3",0.857142857142857,14,NA
"191",1,"process_all",12,"process","red","tire","2",1988.96099997175,"larger","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"remember","remember",2.5,"remember3","4","4",0.857142857142857,14,NA
"191",1,"process_all",13,"process","red","couch","1",3418.37800000355,"larger","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"process","process",-0.5,"process1","2","2",0.857142857142857,14,NA
"191",1,"process_all",14,"process","red","tank","4",1406.51699996248,"larger","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"process","process",-1.5,"process2","1","1",0.857142857142857,14,NA
"191",1,"process_all",15,"process","red","basket","1",4475.2869999634,"larger","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"process","process",-2.5,"process3","4","4",0.857142857142857,14,NA
"191",1,"process_all",16,"remember","blue","empire","3",4925.52000000651,"smaller","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"process","process",-2.5,"process3","1","1",0.857142857142857,14,NA
"191",1,"process_all",17,"process","red","tent","3",5149.74300000558,"larger","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"remember","remember",0.5,"remember1","3","3",0.857142857142857,14,NA
"191",1,"process_all",18,"process","red","buffalo","3",2612.58400000216,"larger","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"process","process",-0.5,"process1","3","3",0.857142857142857,14,NA
"191",1,"process_all",19,"process","red","nest","4",2961.43699997346,"smaller","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"process","process",-1.5,"process2","3","3",0.857142857142857,14,NA
"191",1,"process_all",20,"remember","blue","costume","1",1704.19599996399,"smaller","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"process","process",-2.5,"process3","4","4",0.857142857142857,14,NA
"191",1,"process_all",21,"process","red","carpet","2",2024.97699998567,"smaller","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"remember","remember",0.5,"remember1","1","1",0.857142857142857,14,NA
"191",1,"process_all",22,"process","red","child","4",2397.26499997283,"larger","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"process","process",-0.5,"process1","2","2",0.857142857142857,14,NA
"191",1,"process_all",23,"process","red","orange","2",1329.97400000627,"smaller","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"process","process",-1.5,"process2","4","4",0.857142857142857,14,NA
"191",1,"process_all",24,"remember","blue","shotgun","1",2290.11799999734,"smaller","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"process","process",-2.5,"process3","2","2",0.857142857142857,14,NA
"191",1,"process_all",25,"remember","blue","cookie","4",1291.48600000306,"smaller","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"remember","remember",0.5,"remember1","1","1",0.857142857142857,14,NA
"191",1,"process_all",26,"process","red","chair","1",1821.00199997355,"larger","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"remember","remember",1.5,"remember2","4","4",0.857142857142857,14,NA
"191",1,"process_all",27,"remember","blue","flower","2",1497.19699998869,"smaller","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"process","process",-0.5,"process1","1","1",0.857142857142857,14,NA
"191",1,"process_all",28,"remember","blue","elephant","1",1337.89099995873,"larger","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"remember","remember",0.5,"remember1","2","2",0.857142857142857,14,NA
"191",1,"process_all",29,"remember","blue","brick","3",6185.35099999508,"smaller","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"remember","remember",1.5,"remember2","1","1",0.857142857142857,14,NA
"191",1,"process_all",30,"remember","blue","passport","4",2550.93199998996,"smaller","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"remember","remember",2.5,"remember3","3","3",0.857142857142857,14,NA
"191",1,"process_all",31,"process","red","virus","4",1701.6569999911,"smaller","No","No",14.5302911666668,NA,NA,0,FALSE,NA,NA,NA,"remember","remember",2.5,"remember3","4","4",0.857142857142857,14,NA
