"id","listid","study_position","word1","studyRT","resp"
17633,1,1,"church",2882.83399999561,"larger"
17633,1,2,"robot",2291.31700001284,"larger"
17633,1,3,"jewelry",2602.0930000369,"smaller"
17633,1,4,"skull",3664.92300004046,"larger"
17633,1,5,"apple",1277.13599992928,"smaller"
17633,1,6,"garden",1294.9270000183,"larger"
17633,1,7,"pipe",3215.44299998286,"smaller"
17633,1,7,"pipe",3215.44299998286,"smaller"
17633,1,8,"needle",3461.84299997741,"smaller"
17633,1,9,"circus",1733.02299994032,"larger"
17633,1,10,"towel",1432.21799995482,"smaller"
17633,1,11,"rabbit",1031.03000001167,"smaller"
17633,1,12,"diamond",3142.80299998727,"smaller"
17633,1,13,"cocktail",1100.13699997996,"smaller"
17633,1,14,"satellite",1194.41999993555,"larger"
17633,1,15,"sweater",1498.84100001771,"larger"
17633,1,16,"planet",967.32399993483,"larger"
17633,1,17,"pizza",2370.4269999871,"larger"
17633,1,18,"forest",2768.58299998776,"larger"
17633,1,19,"carpet",985.51699995785,"larger"
17633,1,20,"highway",873.650999962352,"larger"
17633,1,21,"jeep",295.613000008743,"larger"
17633,1,22,"market",3449.58899999084,"larger"
17633,1,23,"beach",1910.26199998311,"larger"
17633,1,24,"sink",1752.8059999859,"smaller"
17633,1,25,"bucket",2887.18699995778,"smaller"
17633,1,26,"earth",803.741999984253,"larger"
17633,1,27,"elevator",1237.7949999494,"larger"
17633,1,28,"dragon",1485.49899996561,"larger"
17633,1,29,"passport",1176.46800003108,"smaller"
17633,1,30,"dog",2347.68100001616,"larger"
17633,2,1,"phone",1556.76900000311,"smaller"
17633,2,2,"bike",1604.13899993291,"larger"
17633,2,3,"doctor",1555.72099997546,"larger"
17633,2,4,"pearl",1108.54700003052,"smaller"
17633,2,5,"potato",1470.41399998334,"smaller"
17633,2,6,"nurse",1404.16600003513,"larger"
17633,2,7,"chicken",1579.19499997795,"smaller"
17633,2,8,"goat",2573.73299997137,"larger"
17633,2,9,"mouse",2935.50799997593,"smaller"
17633,2,10,"tire",5423.72499994864,"larger"
17633,2,11,"jungle",3718.05499993544,"larger"
17633,2,12,"clown",2062.28000000538,"larger"
17633,2,13,"wrist",1047.56899995706,"smaller"
17633,2,14,"couch",1660.15600004233,"larger"
17633,2,15,"piano",4160.44499997981,"larger"
17633,2,16,"virus",1392.01500000688,"smaller"
17633,2,17,"whale",1117.17000001413,"larger"
17633,2,18,"chin",1254.2510000004,"smaller"
17633,2,19,"soda",1323.09899998107,"smaller"
17633,2,20,"fruit",1041.478000039,"smaller"
17633,2,21,"wallet",805.8029999563,"smaller"
17633,2,22,"railroad",1358.49299999489,"larger"
17633,2,23,"peanut",1043.17499995115,"smaller"
17633,2,24,"bread",632.897999963257,"smaller"
17633,2,25,"ranch",1233.81299993233,"smaller"
17633,2,26,"buffalo",1111.67099994933,"larger"
