"id","listid","study_position","color_condition","trial_condition","stimulus_condition","presented_color","word1","word2","studyRT","resp","expect_test","use_help","exp_duration","output_pos1","testRT1","output_pos2","testRT2","acc1","acc2","acc","exclude","cue_prioritem1","cue_prioritem","cue_consec_value","cue_consec_lab","math_acc","n"
"18054",1,1,"blue","remember","pairs","blue","frog","spider",12696.2,"smaller","No","No",14.8372333333333,2,2145.64000000001,1,6345.84000000003,1,1,1,FALSE,NA,NA,NA,NA,0.725,40
"18054",1,2,"blue","process","pairs","red","lemon","pole",7280.60000000001,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.725,40
"18054",1,3,"blue","process","pairs","red","burger","island",5480.03999999999,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.725,40
"18054",1,4,"blue","remember","pairs","blue","tooth","pipe",2710.62,"larger","No","No",14.8372333333333,3,1729.08000000002,4,2792.56,1,1,1,FALSE,"process","process",-1.5,"process2",0.725,40
"18054",1,5,"blue","remember","pairs","blue","chair","pillow",6031.46000000001,"smaller","No","No",14.8372333333333,6,1632.97999999998,5,2822.08000000002,1,1,1,FALSE,"remember","remember",0.5,"remember1",0.725,40
"18054",1,6,"blue","process","pairs","red","ranch","peanut",1992.28,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",1.5,"remember2",0.725,40
"18054",1,7,"blue","remember","pairs","blue","clinic","beach",4482.66,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.725,40
"18054",1,8,"blue","process","pairs","red","market","dragon",3321.66,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.725,40
"18054",1,9,"blue","remember","pairs","blue","lawyer","penny",2902.45999999999,"larger","No","No",14.8372333333333,9,4692.08000000002,NA,NA,1,0,0.5,FALSE,"process","process",-0.5,"process1",0.725,40
"18054",1,10,"blue","process","pairs","red","cave","wolf",4617.62,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.725,40
"18054",1,11,"blue","remember","pairs","blue","garden","brick",2056.57999999999,"smaller","No","No",14.8372333333333,7,1546.29999999999,8,1605.47999999998,1,1,1,FALSE,"process","process",-0.5,"process1",0.725,40
"18054",1,12,"blue","remember","pairs","blue","bush","priest",3933.34,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.725,40
"18054",1,13,"blue","remember","pairs","blue","bible","cigar",3602.5,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",1.5,"remember2",0.725,40
"18054",1,14,"blue","process","pairs","red","shotgun","earth",3478.38,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",2.5,"remember3",0.725,40
"18054",1,15,"blue","process","pairs","red","medal","doctor",955.779999999999,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.725,40
"18054",1,16,"blue","process","pairs","red","curtain","nest",1822.51999999999,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-1.5,"process2",0.725,40
"18054",1,17,"blue","remember","pairs","blue","jeep","corn",1634.98000000001,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-2.5,"process3",0.725,40
"18054",1,18,"blue","remember","pairs","blue","banana","devil",913.420000000013,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.725,40
"18054",1,19,"blue","process","pairs","red","underwear","mouse",1828.07999999999,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",1.5,"remember2",0.725,40
"18054",1,20,"blue","process","pairs","red","finger","towel",781.859999999986,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.725,40
"18054",1,21,"blue","remember","pairs","blue","needle","nanny",1768.01999999999,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-1.5,"process2",0.725,40
"18054",1,22,"blue","process","pairs","red","monkey","surgeon",708.380000000005,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.725,40
"18054",1,23,"blue","process","pairs","red","couch","belt",1432.67999999999,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.725,40
"18054",1,24,"blue","process","pairs","red","tent","camera",645.859999999986,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-1.5,"process2",0.725,40
"18054",1,25,"blue","process","pairs","red","horse","valley",2593.76000000001,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-2.5,"process3",0.725,40
"18054",1,26,"blue","remember","pairs","blue","clown","robin",547.079999999987,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-2.5,"process3",0.725,40
"18054",1,27,"blue","remember","pairs","blue","tank","cage",546.179999999993,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.725,40
"18054",1,28,"blue","remember","pairs","blue","casino","elephant",1499.28,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",1.5,"remember2",0.725,40
"18054",1,29,"blue","process","pairs","red","forest","knife",706.899999999994,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",2.5,"remember3",0.725,40
"18054",1,30,"blue","remember","pairs","blue","pearl","pumpkin",618.579999999987,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.725,40
"18054",2,1,"blue","process","pairs","red","chicken","chin",3055.76000000001,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,NA,NA,NA,NA,0.725,40
"18054",2,2,"blue","remember","pairs","blue","skull","nail",1511.82000000001,"larger","No","No",14.8372333333333,2,3837.56000000006,NA,NA,1,0,0.5,FALSE,"process","process",-0.5,"process1",0.725,40
"18054",2,3,"blue","process","pairs","red","concert","elevator",2796.78000000003,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.725,40
"18054",2,4,"blue","remember","pairs","blue","hammer","toast",9207.46000000002,"larger","No","No",14.8372333333333,3,1351.38,NA,NA,1,0,0.5,FALSE,"process","process",-0.5,"process1",0.725,40
"18054",2,5,"blue","remember","pairs","blue","railroad","bone",1085.59999999998,"smaller","No","No",14.8372333333333,NA,NA,4,1798.56000000006,0,1,0.5,FALSE,"remember","remember",0.5,"remember1",0.725,40
"18054",2,6,"blue","process","pairs","red","goat","house",3381.20000000001,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",1.5,"remember2",0.725,40
"18054",2,7,"blue","remember","pairs","blue","bride","circus",2394.44,"smaller","No","No",14.8372333333333,6,2448.68000000005,5,1559.47999999998,1,1,1,FALSE,"process","process",-0.5,"process1",0.725,40
"18054",2,8,"blue","process","pairs","red","barn","ocean",1172.46000000002,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.725,40
"18054",2,9,"blue","process","pairs","red","taxi","tunnel",4165.85999999999,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.725,40
"18054",2,10,"blue","process","pairs","red","jewelry","badge",4508.41999999998,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-1.5,"process2",0.725,40
"18054",2,11,"blue","remember","pairs","blue","barrel","lawn",218.140000000014,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-2.5,"process3",0.725,40
"18054",2,12,"blue","remember","pairs","blue","castle","highway",1902.34000000003,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.725,40
"18054",2,13,"blue","remember","pairs","blue","wrist","fruit",835.580000000016,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",1.5,"remember2",0.725,40
"18054",2,14,"blue","remember","pairs","blue","pilot","bedroom",1412.41999999998,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",2.5,"remember3",0.725,40
"18054",2,15,"blue","process","pairs","red","lion","orange",3640.21999999997,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",2.5,"remember3",0.725,40
"18054",2,16,"blue","process","pairs","red","eagle","tire",1108.21999999997,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.725,40
"18054",2,17,"blue","remember","pairs","blue","heart","soda",1228.58000000002,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-1.5,"process2",0.725,40
"18054",2,18,"blue","remember","pairs","blue","satellite","window",1328.40000000002,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.725,40
"18054",2,19,"blue","remember","pairs","blue","phone","bucket",1171.40000000002,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",1.5,"remember2",0.725,40
"18054",2,20,"blue","remember","pairs","blue","whale","butler",648.799999999988,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",2.5,"remember3",0.725,40
"18054",2,21,"blue","remember","pairs","blue","pistol","dog",908.080000000016,"larger","No","No",14.8372333333333,7,12547.26,NA,NA,1,0,0.5,FALSE,"remember","remember",2.5,"remember3",0.725,40
"18054",2,22,"blue","process","pairs","red","tower","dice",948.700000000012,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",2.5,"remember3",0.725,40
"18054",2,23,"blue","process","pairs","red","harbor","library",831.440000000002,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.725,40
"18054",2,24,"blue","remember","pairs","blue","dessert","bacon",1298.64000000001,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-1.5,"process2",0.725,40
"18054",2,25,"blue","process","pairs","red","sweater","shark",627.939999999944,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.725,40
"18054",2,26,"blue","process","pairs","red","school","sheep",637.819999999949,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.725,40
"18054",2,27,"blue","process","pairs","red","sink","costume",647.739999999991,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-1.5,"process2",0.725,40
"18054",2,28,"blue","process","pairs","red","bike","opera",625,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-2.5,"process3",0.725,40
"18054",2,29,"blue","process","pairs","red","worm","statue",1088.85999999999,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-2.5,"process3",0.725,40
"18054",2,30,"blue","remember","pairs","blue","cocktail","turtle",807.479999999981,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-2.5,"process3",0.725,40
"18054",3,1,"blue","process","pairs","red","factory","stairs",1097.95999999996,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,NA,NA,NA,NA,0.725,40
"18054",3,2,"blue","remember","pairs","blue","wallet","airplane",689.880000000005,"larger","No","No",14.8372333333333,2,1939.07999999996,NA,NA,1,0,0.5,FALSE,"process","process",-0.5,"process1",0.725,40
"18054",3,3,"blue","remember","pairs","blue","rabbit","child",1117.85999999999,"larger","No","No",14.8372333333333,1,3231.26000000001,NA,NA,1,0,0.5,FALSE,"remember","remember",0.5,"remember1",0.725,40
"18054",3,4,"blue","remember","pairs","blue","flower","dentist",5084.23999999999,"smaller","No","No",14.8372333333333,NA,NA,3,3003.90000000002,0,1,0.5,FALSE,"remember","remember",1.5,"remember2",0.725,40
"18054",3,5,"blue","process","pairs","red","branch","cherry",698.160000000033,"larger","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",2.5,"remember3",0.725,40
"18054",3,6,"blue","process","pairs","red","whistle","tiger",376.5,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"process","process",-0.5,"process1",0.725,40
"18054",3,7,"blue","remember","pairs","blue","steak","diamond",530.199999999953,"larger","No","No",14.8372333333333,4,1600.09999999998,NA,NA,1,0,0.5,FALSE,"process","process",-1.5,"process2",0.725,40
"18054",3,8,"blue","process","pairs","red","lamp","planet",2435.93999999994,"smaller","No","No",14.8372333333333,NA,NA,NA,NA,0,0,0,FALSE,"remember","remember",0.5,"remember1",0.725,40
